404: GaryWolstenholme 0.468792; 90% interval: (-1.443041, 2.485307)
405: HirofumiMiyase 0.475643; 90% interval: (-0.061933, 1.151443)
406: JayDonBlake 0.498281; 90% interval: (-0.261151, 1.297851)
407: GraemeMcDowell 0.499055; 90% interval: (-1.696937, 2.692712)
408: JoakimHaeggman 0.501150; 90% interval: (-1.182686, 2.198413)
409: DickyPride 0.506980; 90% interval: (-0.094582, 1.155711)
410: MikeHulbert 0.509613; 90% interval: (-0.485337, 1.518448)
411: DaisukeMaruyama 0.511874; 90% interval: (-1.427103, 2.518763)
412: NickCassini 0.513866; 90% interval: (-1.496856, 2.621158)
413: D.A.Points 0.514330; 90% interval: (-1.354704, 2.151188)
414: MikeSposa 0.516161; 90% interval: (-1.501442, 2.454237)
415: CarlAlexander 0.524084; 90% interval: (-1.595659, 2.799233)
416: BrentSchwarzrock 0.540829; 90% interval: (-1.584159, 2.764530)
417: JamieElliott 0.547692; 90% interval: (-1.581219, 2.666496)
418: FrankBensel 0.560885; 90% interval: (-1.435467, 2.814181)
419: BrandelChamblee 0.561963; 90% interval: (-1.442565, 2.716889)
420: CameronDoan 0.563745; 90% interval: (-1.423734, 2.545911)
421: DavidSchnider 0.565081; 90% interval: (-1.724780, 2.648975)
422: DaveRummells 0.570346; 90% interval: (-1.502885, 2.626933)
423: PaytonOsborn 0.582493; 90% interval: (-1.519056, 2.668671)
424: PeterSenior 0.588405; 90% interval: (-1.542467, 2.942400)
425: SteveScott 0.592354; 90% interval: (-1.434965, 2.688226)
426: ThongchaiJaidee 0.606899; 90% interval: (-0.827582, 2.146558)
427: LeifOlsen 0.614036; 90% interval: (-1.524192, 2.751770)
428: GregNorman 0.635254; 90% interval: (-0.736802, 1.935245)
429: RichardZokol 0.671081; 90% interval: (-1.119079, 2.573979)
430: JohnEllis 0.684381; 90% interval: (-1.372932, 2.887217)
431: RamonBescansa 0.707703; 90% interval: (-1.504498, 2.643381)
432: PatrickPrince 0.730455; 90% interval: (-1.208547, 3.055372)
433: MikeSullivan 0.754658; 90% interval: (-1.634885, 2.758021)
434: RobinFreeman 0.755658; 90% interval: (-0.090194, 1.662291)
435: JinPark 0.761405; 90% interval: (-0.945331, 2.484421)
436: NolanHenke 0.765428; 90% interval: (-1.390295, 2.785004)
437: TyArmstrong 0.776106; 90% interval: (-1.246965, 2.917935)
438: JohnsonWagner 0.789870; 90% interval: (-1.325670, 2.972788)
439: CraigThomas 0.800337; 90% interval: (-0.893648, 2.547969)
440: SteveGotsche 0.811108; 90% interval: (-1.062933, 2.935410)
441: MichaelHenderson 0.820858; 90% interval: (-1.080057, 2.890212)
442: IanLeggatt 0.824857; 90% interval: (-0.403453, 2.132314)
443: JohnMaginnes 0.833909; 90% interval: (0.051229, 1.720487)
444: KevinHayashi 0.844098; 90% interval: (-1.355224, 3.032462)
445: DavidDuval 0.847577; 90% interval: (-0.114974, 1.827636)
446: StephenSokol 0.865473; 90% interval: (-1.592893, 2.911024)
447: ChezReavie 0.866564; 90% interval: (-0.866882, 2.610117)
448: YusakuMiyazato 0.870451; 90% interval: (-1.273272, 2.979452)
449: BobFord 0.886984; 90% interval: (-1.145864, 2.931579)
450: LeeRinker 0.891210; 90% interval: (-1.271913, 2.974507)
451: TrevorDodds 0.900060; 90% interval: (0.183591, 1.591584)
452: GusCable 0.912671; 90% interval: (-1.054039, 2.874975)
453: CaryHungate 0.916923; 90% interval: (-1.292772, 3.068585)
454: BrianSmith 0.927146; 90% interval: (-1.247601, 2.886909)
455: AkioSadakata 0.930276; 90% interval: (-1.187530, 2.932281)
456: SteveSchneiter 0.944448; 90% interval: (-0.958928, 3.068985)
457: BrianHenninger 0.945465; 90% interval: (0.068533, 1.961509)
458: RickyTouma 0.956277; 90% interval: (-1.164586, 3.004854)
459: DeanProwse 0.962021; 90% interval: (-0.662436, 2.889593)
460: JohnAdams 0.972325; 90% interval: (-1.027199, 3.120439)
461: DerekLamely 0.972402; 90% interval: (-1.033280, 3.119980)
462: ChrisCouch 0.974731; 90% interval: (0.384686, 1.685188)
463: PaulHoltby 1.027261; 90% interval: (-0.714341, 2.894833)
464: JeffRoth 1.049807; 90% interval: (-0.661550, 2.569359)
465: TimParun 1.053486; 90% interval: (-1.219521, 2.991330)
466: BradFabel 1.063763; 90% interval: (-1.062868, 3.089372)
467: CharlesWarren 1.065702; 90% interval: (-1.075731, 3.093505)
468: BrandonKnaub 1.067196; 90% interval: (-1.198827, 3.054879)
469: ChrisBotsford 1.092751; 90% interval: (-1.134873, 3.342906)
470: BruceSmith 1.111712; 90% interval: (-1.053722, 3.505199)
471: MikeStandly 1.121298; 90% interval: (0.160424, 2.106171)
472: KeithClearwater 1.123175; 90% interval: (-0.105579, 2.275899)
473: RobMcMillan 1.140874; 90% interval: (-1.072465, 3.165043)
474: GeoffreyDean 1.142670; 90% interval: (-0.255295, 2.568836)
475: JohnMorse 1.166267; 90% interval: (-0.309842, 2.641319)
476: SteveBurns 1.169958; 90% interval: (-1.057443, 3.147888)
477: D.J.Trahan 1.189319; 90% interval: (-0.834437, 3.024459)
478: MichaelPearson 1.192424; 90% interval: (-0.706868, 3.339899)
479: BenoitBeisser 1.204050; 90% interval: (-0.849465, 3.219745)
480: DaveStockton,Jr. 1.226225; 90% interval: (-0.921105, 3.313985)
481: DerekGillespie 1.259077; 90% interval: (-0.791289, 3.264108)
482: DelPonchock 1.262724; 90% interval: (-0.930722, 3.271075)
483: TetsujiHiratsuka 1.269910; 90% interval: (-0.148233, 2.679707)
484: DavidLebeck 1.270827; 90% interval: (-0.961829, 3.284973)
485: KennyKnox 1.271090; 90% interval: (-0.852814, 3.382367)
486: BrianWilson 1.276792; 90% interval: (-0.731709, 3.506621)
487: RoyBiancalana 1.290500; 90% interval: (-0.381248, 3.121368)
488: DavidHearn 1.311746; 90% interval: (-0.703949, 3.420674)
489: WilliamLinkIV 1.322293; 90% interval: (-0.940351, 3.319791)
490: KevinMuncrief 1.325779; 90% interval: (0.744672, 1.965929)
491: SeanFarren 1.332018; 90% interval: (-1.011095, 3.506719)
492: BrianHarman 1.360824; 90% interval: (-0.392178, 3.135741)
493: CraigStevens 1.368572; 90% interval: (-0.693953, 3.482901)
494: MikeNorthern 1.371823; 90% interval: (-0.634203, 3.439853)
495: DavidNoll 1.387880; 90% interval: (-0.764326, 3.373564)
496: JohnBermel 1.395284; 90% interval: (-0.720935, 3.752379)
497: PatrickMoore 1.399785; 90% interval: (0.665812, 2.210619)
498: GeorgeBryan 1.406375; 90% interval: (-0.554769, 3.359784)
499: FrankVana 1.448623; 90% interval: (-0.675640, 3.648412)
500: AlanMorin 1.464240; 90% interval: (-0.557486, 3.581189)
501: BobSowards 1.464902; 90% interval: (-0.574546, 3.539309)
502: ZebPatten 1.499279; 90% interval: (-0.683424, 3.625264)
503: JimSchuman 1.520593; 90% interval: (-0.819222, 3.590140)
504: MyungJunPark 1.558134; 90% interval: (-0.561407, 3.640409)
505: BrettMelton 1.561409; 90% interval: (-0.355273, 3.636401)
506: MarioTiziani 1.565093; 90% interval: (-0.615427, 3.491365)
507: TatsuakiNakamura 1.569540; 90% interval: (-0.460594, 3.636335)
508: DavidTentis 1.569560; 90% interval: (-0.484977, 3.939601)
509: PhilTataurangi 1.580918; 90% interval: (0.420075, 2.763012)
510: CaseyBourque 1.599424; 90% interval: (-0.548332, 3.548574)
511: RettCrowder 1.601331; 90% interval: (-0.601125, 3.797237)
512: TedTryba 1.608638; 90% interval: (0.573135, 2.644328)
513: KevinGiancola 1.608874; 90% interval: (-0.529784, 3.607531)
514: MacO'Grady 1.618330; 90% interval: (-0.553436, 3.879529)
515: ScottPiercy 1.619473; 90% interval: (-0.466477, 3.715348)
516: LonnyAlexander 1.633082; 90% interval: (-0.585587, 3.812495)
517: PierreFulke 1.644286; 90% interval: (-0.317638, 3.561075)
518: MarcBourgeois 1.646091; 90% interval: (-0.484746, 4.081454)
519: SamRandolph 1.653363; 90% interval: (-0.430967, 3.533704)
520: GaryHallberg 1.661670; 90% interval: (-0.314193, 3.855401)
521: KenKelley 1.670155; 90% interval: (-0.468018, 3.830864)
522: CharlieBrown 1.683100; 90% interval: (-0.323675, 3.867324)
523: DanHalldorson 1.715593; 90% interval: (-0.456655, 3.629151)
524: EdFiori 1.717772; 90% interval: (-0.338565, 4.050598)
525: JasonLaing 1.737157; 90% interval: (-0.252428, 3.905685)
526: JonathanOta 1.748280; 90% interval: (-0.439481, 3.798965)
527: RobertThompson 1.754921; 90% interval: (-0.366159, 3.848048)
528: CraigDoell 1.798433; 90% interval: (-0.110121, 3.879268)
529: RyanWelborn 1.805895; 90% interval: (-0.326546, 3.852147)
530: DavidChurch 1.813403; 90% interval: (0.159569, 3.703101)
531: MichaelBeard 1.825909; 90% interval: (-0.294716, 3.963995)
532: JamieRogers 1.849122; 90% interval: (-0.112734, 4.218339)
533: RonPhilo,Jr. 1.855790; 90% interval: (0.044083, 3.261105)
534: MikeDonald 1.860692; 90% interval: (-0.169464, 3.866111)
535: MikeHarmon 1.862052; 90% interval: (-0.153159, 3.914435)
536: MikeAustin 1.883553; 90% interval: (-0.198766, 4.014979)
537: OscarAlvarez 1.899012; 90% interval: (-0.446538, 3.943555)
538: ShawnKelly 1.902132; 90% interval: (-0.181166, 3.916905)
539: TomGleeton 1.908536; 90% interval: (-0.259468, 4.154209)
540: MikeLavery 1.930272; 90% interval: (-0.001130, 4.152134)
541: DennisColligan 1.932246; 90% interval: (-0.029075, 4.019160)
542: DavidBranham 1.951798; 90% interval: (-0.368126, 3.828734)
543: UlyGrisette 1.986481; 90% interval: (-0.044453, 4.098574)
544: LarryRinker 1.999298; 90% interval: (0.347448, 3.856977)
545: AndyCrain 2.011197; 90% interval: (-0.216435, 3.919607)
546: FultonAllem 2.061768; 90% interval: (1.194179, 2.879796)
547: SteveVecellio 2.077373; 90% interval: (-0.033618, 4.098729)
548: CurtisStrange 2.090164; 90% interval: (0.677131, 3.526080)
549: MikeSchuchart 2.123849; 90% interval: (0.032079, 4.247604)
550: DavidMathis 2.202950; 90% interval: (-0.008219, 4.222861)
551: J.B.Sneve 2.223957; 90% interval: (0.169215, 4.319991)
552: GeorgeBurns 2.243850; 90% interval: (0.051743, 4.633937)
553: FuzzyZoeller 2.268329; 90% interval: (0.306174, 4.242241)
554: GeorgeBradford 2.293250; 90% interval: (-0.015598, 4.117400)
555: JimSchouller,Jr. 2.341968; 90% interval: (0.158625, 4.472176)
556: BobbyCochran 2.386725; 90% interval: (0.500963, 4.540012)
557: RogerMaltbie 2.407560; 90% interval: (0.328921, 4.529283)
558: DavidGossett 2.418149; 90% interval: (1.797684, 3.044769)
559: SeanEnglish 2.433652; 90% interval: (0.457450, 4.880817)
560: TonyRohlik 2.452188; 90% interval: (0.214118, 4.591158)
561: BrianDixon 2.528360; 90% interval: (0.367689, 4.565310)
562: JonTurcott 2.551120; 90% interval: (0.448069, 4.723838)
563: JoeyMaxon 2.555320; 90% interval: (0.455232, 4.632985)
564: BradleyHeaven 2.602283; 90% interval: (1.140206, 3.909048)
565: JeffreyLankford 2.617134; 90% interval: (1.273739, 3.990162)
566: BryantMacKellar 2.634932; 90% interval: (0.512937, 4.899359)
567: DannyMulhearn 2.637958; 90% interval: (0.375920, 4.690664)
568: MarkHayes 2.733770; 90% interval: (0.816417, 4.900877)
569: BrettUpper 2.743383; 90% interval: (1.030164, 4.382704)
570: ChrisWinkel 2.747295; 90% interval: (0.712527, 4.944868)
571: GaryPlayer 2.758475; 90% interval: (0.605380, 4.934518)
572: HeathWassem 2.772463; 90% interval: (0.570128, 4.769306)
573: ToddGleaton 2.778197; 90% interval: (1.267797, 4.526680)
574: FrankGraziosa 2.845867; 90% interval: (0.780270, 4.985516)
575: RickLeibovich 2.904686; 90% interval: (0.870497, 4.955474)
576: KevinHaefner 2.966302; 90% interval: (0.812266, 5.059055)
577: JamesLepp 2.994048; 90% interval: (0.944317, 5.074823)
578: BradHauer 3.055676; 90% interval: (1.301537, 4.722965)
579: MikeBaker,Jr. 3.077325; 90% interval: (1.347383, 4.804487)
580: JefferyW.Martin 3.103391; 90% interval: (1.071887, 5.151481)
581: JohnShawver 3.237252; 90% interval: (1.208844, 5.413845)
582: BrettPaquet 3.242868; 90% interval: (1.215667, 5.540055)
583: DeanA.Wilson 3.243724; 90% interval: (1.059170, 5.203358)
584: MarkEvenson 3.298090; 90% interval: (1.281012, 5.308511)
585: JohnBungert 3.304693; 90% interval: (1.246470, 5.180469)
586: BobMucha 3.438723; 90% interval: (1.304680, 5.716122)
587: MattLoving 3.493827; 90% interval: (1.387247, 5.484927)
588: DavidOh 3.553305; 90% interval: (1.230357, 5.640375)
589: BobAckerman 3.780745; 90% interval: (1.570425, 5.898711)
590: DaveEichelberger 3.846338; 90% interval: (1.647626, 6.049317)
591: RodCurl 3.870241; 90% interval: (1.756539, 5.829519)
592: LorenPersonett 3.873916; 90% interval: (1.788912, 5.917442)
593: CharlesCoody 4.060176; 90% interval: (1.943626, 6.109086)
594: DavidCarr 4.089940; 90% interval: (2.044509, 6.042873)
595: DarrenWallace 4.511852; 90% interval: (2.434135, 6.756360)
596: RobertDeruntz 4.571954; 90% interval: (2.676768, 6.611406)
597: JohnAber 4.676875; 90% interval: (2.591504, 6.773020)
598: KevinSavage 4.751675; 90% interval: (2.656331, 6.757081)
599: AndyBarrett 4.870926; 90% interval: (2.805595, 7.035411)
600: TommyAaron 4.927029; 90% interval: (2.710394, 6.789237)
601: DerekSanders 5.277780; 90% interval: (3.285249, 7.627029)
602: BobLohr 6.161733; 90% interval: (3.908630, 8.151411)
603: ArnoldPalmer 6.164567; 90% interval: (4.575499, 7.967767)
604: TimTims 8.005301; 90% interval: (6.106244, 10.099923)
